detect: [weights=['../best.pt'], source=../YOLO5/images/test/, imgsz=[640, 640], conf_thres=0.3, iou_thres=0.45, max_det=1000, device=cpu, view_img=False, save_txt=False, save_conf=False, save_crop=False, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/detect, name=YOLO_ANPR_640_100EPS_det, exist_ok=False, line_thickness=3, hide_labels=False, hide_conf=False, half=False, dnn=False
YOLOv5 🚀 v6.0-155-gdc54ed5 torch 1.10.0+cu102 CPU

Fusing layers... 
Model Summary: 213 layers, 7012822 parameters, 0 gradients, 15.8 GFLOPs
image 1/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_100.jpg: 480x640 1 license_plate, Done. (0.186s)
image 55/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_373.jpg: 448x640 1 license_plate, Done. (0.117s)
image 56/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_378.jpg: 448x640 1 license_plate, Done. (0.111s)
image 57/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_379.jpg: 320x640 1 license_plate, Done. (0.086s)
image 58/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_38.jpg: 384x640 1 license_plate, Done. (0.098s)
image 59/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_382.jpg: 448x640 1 license_plate, Done. (0.108s)
image 60/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_383.jpg: 480x640 Done. (0.110s)
image 61/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_384.jpg: 352x640 1 license_plate, Done. (0.086s)
image 62/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_391.jpg: 640x480 1 license_plate, Done. (0.123s)
image 63/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_397.jpg: 384x640 1 license_plate, Done. (0.098s)
image 64/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_398.jpg: 512x640 1 license_plate, Done. (0.138s)
image 65/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_403.jpg: 640x480 1 license_plate, Done. (0.136s)
image 66/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_406.jpg: 320x640 1 license_plate, Done. (0.080s)
image 67/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_417.jpg: 480x640 1 license_plate, Done. (0.124s)
image 68/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_42.jpg: 544x640 1 license_plate, Done. (0.157s)
image 69/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_421.jpg: 384x640 1 license_plate, Done. (0.105s)
image 70/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_426.jpg: 448x640 1 license_plate, Done. (0.119s)
image 71/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_43.jpg: 352x640 1 license_plate, Done. (0.091s)
image 72/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_430.jpg: 448x640 2 license_plates, Done. (0.115s)
image 73/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_433.jpg: 416x640 Done. (0.105s)
image 74/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_434.jpg: 384x640 1 license_plate, Done. (0.108s)
image 75/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_435.jpg: 512x640 1 license_plate, Done. (0.138s)
image 76/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_437.jpg: 416x640 1 license_plate, Done. (0.101s)
image 77/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_443.jpg: 480x640 1 license_plate, Done. (0.121s)
image 78/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_447.jpg: 448x640 1 license_plate, Done. (0.100s)
image 79/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_450.jpg: 480x640 1 license_plate, Done. (0.122s)
image 80/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_451.jpg: 416x640 Done. (0.093s)
image 81/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_452.jpg: 384x640 6 license_plates, Done. (0.111s)
image 82/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_453.jpg: 512x640 1 license_plate, Done. (0.126s)
image 83/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_455.jpg: 416x640 1 license_plate, Done. (0.105s)
image 84/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_457.jpg: 448x640 1 license_plate, Done. (0.111s)
image 85/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_46.jpg: 544x640 1 license_plate, Done. (0.182s)
image 86/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_460.jpg: 448x640 3 license_plates, Done. (0.123s)
image 87/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_464.jpg: 448x640 1 license_plate, Done. (0.117s)
image 88/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_467.jpg: 384x640 1 license_plate, Done. (0.098s)
image 89/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_468.jpg: 448x640 1 license_plate, Done. (0.096s)
image 90/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_469.jpg: 480x640 1 license_plate, Done. (0.125s)
image 91/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_472.jpg: 384x640 1 license_plate, Done. (0.089s)
image 92/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_478.jpg: 448x640 3 license_plates, Done. (0.123s)
image 93/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_48.jpg: 448x640 1 license_plate, Done. (0.130s)
image 94/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_484.jpg: 384x640 1 license_plate, Done. (0.131s)
image 95/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_485.jpg: 480x640 1 license_plate, Done. (0.152s)
image 96/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_486.jpg: 416x640 1 license_plate, Done. (0.151s)
image 97/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_494.jpg: 480x640 1 license_plate, Done. (0.163s)
image 98/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_50.jpg: 640x480 1 license_plate, Done. (0.169s)
image 99/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_508.jpg: 448x640 1 license_plate, Done. (0.162s)
image 100/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_510.jpg: 384x640 1 license_plate, Done. (0.111s)
image 101/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_515.jpg: 352x640 1 license_plate, Done. (0.105s)
image 102/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_516.jpg: 480x640 1 license_plate, Done. (0.143s)
image 103/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_517.jpg: 448x640 1 license_plate, Done. (0.151s)
image 104/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_528.jpg: 384x640 Done. (0.113s)
image 105/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_529.jpg: 448x640 1 license_plate, Done. (0.127s)
image 106/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_538.jpg: 320x640 1 license_plate, Done. (0.096s)
image 107/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_545.jpg: 480x640 1 license_plate, Done. (0.144s)
image 108/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_547.jpg: 576x640 1 license_plate, Done. (0.204s)
image 109/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_548.jpg: 448x640 2 license_plates, Done. (0.159s)
image 110/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_549.jpg: 384x640 1 license_plate, Done. (0.139s)
image 111/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_550.jpg: 512x640 1 license_plate, Done. (0.177s)
image 112/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_553.jpg: 480x640 1 license_plate, Done. (0.170s)
image 113/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_556.jpg: 576x640 1 license_plate, Done. (0.204s)
image 114/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_564.jpg: 416x640 1 license_plate, Done. (0.137s)
image 115/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_565.jpg: 384x640 1 license_plate, Done. (0.122s)
image 116/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_567.jpg: 480x640 3 license_plates, Done. (0.133s)
image 117/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_568.jpg: 480x640 1 license_plate, Done. (0.130s)
image 118/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_570.jpg: 448x640 2 license_plates, Done. (0.122s)
image 119/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_571.jpg: 352x640 1 license_plate, Done. (0.087s)
image 120/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_573.jpg: 480x640 1 license_plate, Done. (0.133s)
image 121/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_575.jpg: 448x640 Done. (0.115s)
image 122/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_577.jpg: 320x640 1 license_plate, Done. (0.094s)
image 123/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_578.jpg: 448x640 1 license_plate, Done. (0.124s)
image 124/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_58.jpg: 640x640 1 license_plate, Done. (0.171s)
image 125/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_581.jpg: 448x640 1 license_plate, Done. (0.125s)
image 126/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_583.jpg: 416x640 1 license_plate, Done. (0.116s)
image 127/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_585.jpg: 384x640 1 license_plate, Done. (0.106s)
image 128/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_587.jpg: 448x640 1 license_plate, Done. (0.120s)
image 129/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_588.jpg: 384x640 1 license_plate, Done. (0.109s)
image 130/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_589.jpg: 640x480 1 license_plate, Done. (0.135s)
image 131/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_591.jpg: 448x640 1 license_plate, Done. (0.121s)
image 132/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_594.jpg: 448x640 1 license_plate, Done. (0.128s)
image 133/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_598.jpg: 480x640 1 license_plate, Done. (0.123s)
image 134/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_6.jpg: 544x640 1 license_plate, Done. (0.131s)
image 135/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_60.jpg: 384x640 1 license_plate, Done. (0.104s)
image 136/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_604.jpg: 448x640 1 license_plate, Done. (0.113s)
image 137/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_609.jpg: 480x640 1 license_plate, Done. (0.113s)
image 138/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_611.jpg: 352x640 1 license_plate, Done. (0.108s)
image 139/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_612.jpg: 480x640 1 license_plate, Done. (0.132s)
image 140/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_613.jpg: 448x640 1 license_plate, Done. (0.104s)
image 141/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_62.jpg: 320x640 1 license_plate, Done. (0.061s)
image 142/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_622.jpg: 416x640 1 license_plate, Done. (0.100s)
image 143/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_623.jpg: 480x640 1 license_plate, Done. (0.138s)
image 144/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_627.jpg: 480x640 2 license_plates, Done. (0.132s)
image 145/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_63.jpg: 640x448 1 license_plate, Done. (0.134s)
image 146/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_633.jpg: 640x480 1 license_plate, Done. (0.132s)
image 147/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_636.jpg: 384x640 1 license_plate, Done. (0.107s)
image 148/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_637.jpg: 448x640 2 license_plates, Done. (0.116s)
image 149/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_644.jpg: 448x640 1 license_plate, Done. (0.121s)
image 150/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_648.jpg: 448x640 1 license_plate, Done. (0.120s)
image 151/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_649.jpg: 384x640 1 license_plate, Done. (0.099s)
image 152/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_653.jpg: 480x640 1 license_plate, Done. (0.121s)
image 153/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_655.jpg: 384x640 1 license_plate, Done. (0.106s)
image 154/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_656.jpg: 576x640 1 license_plate, Done. (0.139s)
image 155/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_657.jpg: 480x640 1 license_plate, Done. (0.133s)
image 156/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_662.jpg: 320x640 1 license_plate, Done. (0.066s)
image 157/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_664.jpg: 480x640 1 license_plate, Done. (0.120s)
image 158/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_665.jpg: 384x640 1 license_plate, Done. (0.115s)
image 159/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_666.jpg: 640x512 1 license_plate, Done. (0.157s)
image 160/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_667.jpg: 384x640 1 license_plate, Done. (0.100s)
image 161/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_68.jpg: 448x640 3 license_plates, Done. (0.122s)
image 162/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_7.jpg: 640x640 1 license_plate, Done. (0.162s)
image 163/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_77.jpg: 224x640 1 license_plate, Done. (0.075s)
image 164/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_79.jpg: 480x640 1 license_plate, Done. (0.133s)
image 165/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_80.jpg: 512x640 1 license_plate, Done. (0.138s)
image 166/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_87.jpg: 448x640 1 license_plate, Done. (0.116s)
image 167/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_95.jpg: 640x640 1 license_plate, Done. (0.160s)
image 168/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_96.jpg: 256x640 1 license_plate, Done. (0.085s)
image 169/169 /mnt/c/Codes/ANP_detection/YOLO5/images/test/car_98.jpg: 480x640 1 license_plate, Done. (0.136s)
Speed: 1.2ms pre-process, 127.0ms inference, 0.7ms NMS per image at shape (1, 3, 640, 640)
